,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,passExprsCut,logFC,AveExpr,t,P.Value,adj.P.Val,B,region,type
ENSG00000161547.15,3017,ENSG00000161547.15,ENSG00000161547,protein_coding,SRSF2,6427,InGen,19.66932138,12,"c(""ENST00000392485.2""; ""ENST00000359995.9""; ""ENST00000585202.5""; ""ENST00000582449.5""; ""ENST00000586778.1""; ""ENST00000452355.7""; ""ENST00000589919.1""; ""ENST00000508921.7""; ""ENST00000592676.1""; ""ENST00000583836.1""; ""ENST00000358156.6""; ""ENST00000384825.1"")",TRUE,-0.05256924,6.092528039,-3.996342925,7.82E-05,0.022099458,0.92999299,DLPFC,gene
ENSG00000200651.1,105,ENSG00000200651.1,ENSG00000200651,misc_RNA,,NA,InGen,1.029279773,1,ENST00000363781.1,TRUE,-0.321985533,-2.891579043,-3.045576456,0.002495365,0.09840446,-2.168929052,DLPFC,gene
ENSG00000035862.12,5633,ENSG00000035862.12,ENSG00000035862,protein_coding,TIMP2,7077,InGen,21.83008277,5,"c(""ENST00000585421.5""; ""ENST00000536189.6""; ""ENST00000262768.11""; ""ENST00000586057.5""; ""ENST00000592761.2"")",TRUE,0.073244839,6.860719611,4.105372633,5.01E-05,0.019289635,1.285879939,DLPFC,gene
ENSG00000169738.7,1902,ENSG00000169738.7,ENSG00000169738,protein_coding,DCXR,51181,InGen,5.988374882,21,"c(""ENST00000577532.5""; ""ENST00000306869.6""; ""ENST00000579004.1""; ""ENST00000579334.5""; ""ENST00000580320.5""; ""ENST00000577286.5""; ""ENST00000579842.5""; ""ENST00000580750.5""; ""ENST00000578885.5""; ""ENST00000582074.5""; ""ENST00000581584.5""; ""ENST00000578273.5""; ""ENST00000582900.5""; ""ENST00000579821.5""; ""ENST00000585085.1""; ""ENST00000577996.1""; ""ENST00000577712.5""; ""ENST00000579155.1""; ""ENST00000582613.5""; ""ENST00000584318.1""; ""ENST00000585164.2"")",TRUE,0.068662567,3.786543881,3.162212654,0.001700183,0.08375541,-1.620781688,DLPFC,gene
ENSG00000154655.15,7959,ENSG00000154655.15,ENSG00000154655,protein_coding,L3MBTL4,91133,InGen,2.470760989,8,"c(""ENST00000400105.6""; ""ENST00000317931.11""; ""ENST00000400104.7""; ""ENST00000583054.5""; ""ENST00000583809.5""; ""ENST00000581231.5""; ""ENST00000580162.1""; ""ENST00000578677.1"")",TRUE,0.070217497,4.676335574,3.826638248,0.000153395,0.029775481,0.448314056,DLPFC,gene
ENSG00000088756.12,11910,ENSG00000088756.12,ENSG00000088756,protein_coding,ARHGAP28,79822,InGen,0.495414745,15,"c(""ENST00000383472.8""; ""ENST00000583410.1""; ""ENST00000584387.1""; ""ENST00000532723.5""; ""ENST00000262227.7""; ""ENST00000581099.5""; ""ENST00000419673.6""; ""ENST00000531294.5""; ""ENST00000314319.7""; ""ENST00000584287.5""; ""ENST00000577524.5""; ""ENST00000532996.5""; ""ENST00000579689.1""; ""ENST00000579245.1""; ""ENST00000579796.1"")",TRUE,0.171592912,2.474032245,4.872572064,1.66E-06,0.002729704,4.844025359,DLPFC,gene
ENSG00000141431.10,12584,ENSG00000141431.10,ENSG00000141431,protein_coding,ASXL3,80816,InGen,4.825915833,14,"c(""ENST00000269197.10""; ""ENST00000592288.5""; ""ENST00000593195.5""; ""ENST00000590189.5""; ""ENST00000592541.5""; ""ENST00000592349.5""; ""ENST00000586948.1""; ""ENST00000586327.5""; ""ENST00000588038.5""; ""ENST00000585426.5""; ""ENST00000588741.5""; ""ENST00000590225.5""; ""ENST00000593235.1""; ""ENST00000590973.1"")",TRUE,0.060977799,5.89489053,3.231141275,0.001347883,0.077130865,-1.696113247,DLPFC,gene
ENSG00000101746.15,5687,ENSG00000101746.15,ENSG00000101746,protein_coding,NOL4,8715,InGen,9.122048962,14,"c(""ENST00000261592.9""; ""ENST00000535384.5""; ""ENST00000586314.5""; ""ENST00000589544.5""; ""ENST00000538587.5""; ""ENST00000590712.5""; ""ENST00000586553.1""; ""ENST00000588280.5""; ""ENST00000591917.5""; ""ENST00000587971.5""; ""ENST00000587953.5""; ""ENST00000586309.1""; ""ENST00000590846.1""; ""ENST00000588355.1"")",TRUE,0.053071763,5.932171433,3.192136722,0.001537914,0.081368005,-1.818438059,DLPFC,gene
ENSG00000101670.11,13112,ENSG00000101670.11,ENSG00000101670,protein_coding,LIPG,9388,InGen,0.548095341,7,"c(""ENST00000577628.5""; ""ENST00000583083.1""; ""ENST00000261292.8""; ""ENST00000427224.6""; ""ENST00000580036.5""; ""ENST00000579750.1""; ""ENST00000623277.1"")",TRUE,-0.318903251,0.444617456,-3.045147977,0.002498831,0.09840446,-1.619389406,DLPFC,gene
ENSG00000134440.11,4089,ENSG00000134440.11,ENSG00000134440,protein_coding,NARS,4677,InGen,37.36823506,12,"c(""ENST00000256854.9""; ""ENST00000589314.1""; ""ENST00000586807.5""; ""ENST00000589001.1""; ""ENST00000411676.6""; ""ENST00000540592.5""; ""ENST00000591599.5""; ""ENST00000588661.5""; ""ENST00000587675.5""; ""ENST00000587194.1""; ""ENST00000590123.1""; ""ENST00000587366.1"")",TRUE,-0.032301905,7.667089503,-3.641409336,0.000311362,0.04011692,-0.479835197,DLPFC,gene
ENSG00000267504.1,1101,ENSG00000267504.1,ENSG00000267504,sense_intronic,,NA,InGen,0.77820336,1,ENST00000587933.1,TRUE,0.169471248,-0.412178192,3.387892315,0.00078307,0.060137821,-0.740373032,DLPFC,gene
ENSG00000150656.14,7177,ENSG00000150656.14,ENSG00000150656,protein_coding,CNDP1,84735,InGen,10.96326019,7,"c(""ENST00000358821.7""; ""ENST00000585136.1""; ""ENST00000582365.1""; ""ENST00000584316.5""; ""ENST00000584004.5""; ""ENST00000578498.1""; ""ENST00000582461.1"")",TRUE,-0.244501856,6.313518023,-3.558568821,0.000423382,0.045379137,-0.656107598,DLPFC,gene
ENSG00000183186.7,3129,ENSG00000183186.7,ENSG00000183186,protein_coding,C2CD4C,126567,InGen,2.948124602,1,ENST00000332235.7,TRUE,0.130220058,3.628809528,4.007311752,7.48E-05,0.022099458,1.251043304,DLPFC,gene
ENSG00000180448.10,6238,ENSG00000180448.10,ENSG00000180448,protein_coding,ARHGAP45,23526,InGen,0.541141987,16,"c(""ENST00000539243.6""; ""ENST00000587186.5""; ""ENST00000313093.6""; ""ENST00000587602.5""; ""ENST00000591293.2""; ""ENST00000590214.5""; ""ENST00000586866.5""; ""ENST00000543365.5""; ""ENST00000592335.2""; ""ENST00000586033.1""; ""ENST00000590577.2""; ""ENST00000586937.2""; ""ENST00000590512.1""; ""ENST00000586378.5""; ""ENST00000592297.2""; ""ENST00000591169.2"")",TRUE,-0.178027144,1.631741147,-3.532691369,0.00046549,0.048220542,-0.216524199,DLPFC,gene
ENSG00000178951.8,5725,ENSG00000178951.8,ENSG00000178951,protein_coding,ZBTB7A,51341,InGen,6.602382654,2,"c(""ENST00000322357.8""; ""ENST00000601588.1"")",TRUE,-0.053567134,5.58975571,-3.163258851,0.001694253,0.08375541,-1.87261472,DLPFC,gene
ENSG00000267980.1,746,ENSG00000267980.1,ENSG00000267980,antisense,,NA,InGen,1.105489032,1,ENST00000594444.1,TRUE,-0.164063281,-0.226759666,-3.237375862,0.001319606,0.076006847,-1.139216249,DLPFC,gene
ENSG00000223573.6,3925,ENSG00000223573.6,ENSG00000223573,protein_coding,TINCR,NA,InGen,0.716938345,3,"c(""ENST00000448587.5""; ""ENST00000590789.1""; ""ENST00000587632.1"")",TRUE,0.186633997,1.840198053,3.944897623,9.62E-05,0.024685808,1.167260187,DLPFC,gene
ENSG00000125730.16,8328,ENSG00000125730.16,ENSG00000125730,protein_coding,C3,718,InGen,10.69129399,18,"c(""ENST00000245907.10""; ""ENST00000601475.1""; ""ENST00000599899.5""; ""ENST00000602229.1""; ""ENST00000599668.1""; ""ENST00000601008.1""; ""ENST00000596548.1""; ""ENST00000596179.1""; ""ENST00000596238.1""; ""ENST00000598805.2""; ""ENST00000594005.1""; ""ENST00000602053.1""; ""ENST00000600763.1""; ""ENST00000594270.5""; ""ENST00000597442.5""; ""ENST00000595577.1""; ""ENST00000594936.1""; ""ENST00000600744.1"")",TRUE,-0.264531456,6.098208331,-3.144236816,0.001805119,0.086484657,-1.974012863,DLPFC,gene
ENSG00000141968.7,4305,ENSG00000141968.7,ENSG00000141968,protein_coding,VAV1,7409,InGen,0.698874189,10,"c(""ENST00000304076.6""; ""ENST00000602142.5""; ""ENST00000596764.5""; ""ENST00000599806.5""; ""ENST00000539284.2""; ""ENST00000594082.1""; ""ENST00000597967.5""; ""ENST00000601452.5""; ""ENST00000600396.1""; ""ENST00000598270.1"")",TRUE,-0.155829401,1.421561935,-3.126942824,0.001911687,0.088252642,-1.426833596,DLPFC,gene
ENSG00000105520.10,3273,ENSG00000105520.10,ENSG00000105520,protein_coding,PLPPR2,64748,InGen,13.42420891,8,"c(""ENST00000251473.9""; ""ENST00000591329.5""; ""ENST00000586431.5""; ""ENST00000586380.5""; ""ENST00000591608.1""; ""ENST00000588196.1""; ""ENST00000587801.5""; ""ENST00000588360.1"")",TRUE,0.067096595,5.017428218,3.731570911,0.000221393,0.035265431,0.065003611,DLPFC,gene
ENSG00000177599.12,3032,ENSG00000177599.12,ENSG00000177599,protein_coding,ZNF491,126069,InGen,1.828013709,4,"c(""ENST00000479762.1""; ""ENST00000323169.9""; ""ENST00000450087.1""; ""ENST00000492230.1"")",TRUE,-0.08623048,2.379583651,-3.677721305,0.000271628,0.037831494,0.217357003,DLPFC,gene
ENSG00000197647.11,3079,ENSG00000197647.11,ENSG00000197647,protein_coding,ZNF433,163059,InGen,2.058788006,10,"c(""ENST00000419886.6""; ""ENST00000344980.10""; ""ENST00000550507.5""; ""ENST00000455504.6""; ""ENST00000552904.5""; ""ENST00000548669.1""; ""ENST00000478765.5""; ""ENST00000547560.5""; ""ENST00000550745.2""; ""ENST00000411841.1"")",TRUE,0.076415974,2.787300873,3.139299802,0.001834969,0.086695358,-1.534753077,DLPFC,gene
ENSG00000104774.12,5374,ENSG00000104774.12,ENSG00000104774,protein_coding,MAN2B1,4125,InGen,1.323574847,17,"c(""ENST00000469423.1""; ""ENST00000480851.5""; ""ENST00000493218.5""; ""ENST00000456935.6""; ""ENST00000221363.8""; ""ENST00000466794.5""; ""ENST00000596591.1""; ""ENST00000595880.5""; ""ENST00000433513.5""; ""ENST00000593686.1""; ""ENST00000495617.1""; ""ENST00000465830.1""; ""ENST00000462144.1""; ""ENST00000486847.2""; ""ENST00000596512.5""; ""ENST00000598876.1""; ""ENST00000600281.1"")",TRUE,-0.094521729,2.708488505,-3.454960811,0.000616776,0.052958528,-0.55149493,DLPFC,gene
ENSG00000104903.4,3119,ENSG00000104903.4,ENSG00000104903,protein_coding,LYL1,4066,InGen,0.36013,3,"c(""ENST00000264824.4""; ""ENST00000590974.1""; ""ENST00000590120.1"")",TRUE,-0.217527513,-0.0458464,-3.382168912,0.000799045,0.060796466,-0.723755262,DLPFC,gene
ENSG00000132003.9,4713,ENSG00000132003.9,ENSG00000132003,protein_coding,ZSWIM4,65249,InGen,0.931989554,3,"c(""ENST00000254323.6""; ""ENST00000590508.5""; ""ENST00000592227.1"")",TRUE,-0.101825559,2.17590452,-3.114686275,0.001990694,0.089820738,-1.526355511,DLPFC,gene
ENSG00000123136.14,3840,ENSG00000123136.14,ENSG00000123136,protein_coding,DDX39A,10212,InGen,2.301741976,21,"c(""ENST00000587730.5""; ""ENST00000324340.13""; ""ENST00000589318.5""; ""ENST00000588692.5""; ""ENST00000242776.8""; ""ENST00000592927.5""; ""ENST00000592391.5""; ""ENST00000588542.5""; ""ENST00000454233.6""; ""ENST00000589675.5""; ""ENST00000593026.1""; ""ENST00000590315.5""; ""ENST00000590556.1""; ""ENST00000590260.5""; ""ENST00000586558.5""; ""ENST00000590239.5""; ""ENST00000586993.5""; ""ENST00000592632.5""; ""ENST00000593008.1""; ""ENST00000591275.5""; ""ENST00000590696.1"")",TRUE,-0.063043575,3.241503849,-3.07832569,0.002243126,0.094849998,-1.777620286,DLPFC,gene
ENSG00000267275.1,803,ENSG00000267275.1,ENSG00000267275,antisense,,NA,InGen,0.35807589,2,"c(""ENST00000588799.1""; ""ENST00000588945.1"")",TRUE,0.2729674,-2.296188478,3.127260112,0.001909681,0.088252642,-1.828030817,DLPFC,gene
ENSG00000277825.1,721,ENSG00000277825.1,ENSG00000277825,lincRNA,,NA,InGen,0.288946173,1,ENST00000621050.1,TRUE,0.331379944,-2.376341582,3.672320363,0.00027722,0.038288811,-0.612338656,DLPFC,gene
ENSG00000127511.9,8777,ENSG00000127511.9,ENSG00000127511,protein_coding,SIN3B,23309,InGen,7.695786414,12,"c(""ENST00000248054.9""; ""ENST00000596802.5""; ""ENST00000379803.5""; ""ENST00000596638.1""; ""ENST00000599880.1""; ""ENST00000595541.1""; ""ENST00000594372.1""; ""ENST00000595900.1""; ""ENST00000602204.1""; ""ENST00000595049.5""; ""ENST00000601141.5""; ""ENST00000594235.1"")",TRUE,0.042014201,6.250608001,3.312779516,0.001018465,0.068226111,-1.472450755,DLPFC,gene
ENSG00000105711.10,4625,ENSG00000105711.10,ENSG00000105711,protein_coding,SCN1B,6324,InGen,8.274062441,5,"c(""ENST00000262631.9""; ""ENST00000595652.5""; ""ENST00000415950.3""; ""ENST00000596348.1""; ""ENST00000602150.1"")",TRUE,-0.114327669,5.987318073,-3.831568757,0.000150472,0.02968738,0.329280298,DLPFC,gene
ENSG00000225872.3,4415,ENSG00000225872.3,ENSG00000225872,transcribed_unprocessed_pseudogene,LINC01529,644050,InGen,0.359519471,7,"c(""ENST00000637365.1""; ""ENST00000637421.1""; ""ENST00000636474.1""; ""ENST00000433059.1""; ""ENST00000637448.1""; ""ENST00000564335.1""; ""ENST00000567313.1"")",TRUE,-0.167473837,0.827263943,-3.060194934,0.002379714,0.097199,-1.584551604,DLPFC,gene
ENSG00000176396.10,1629,ENSG00000176396.10,ENSG00000176396,protein_coding,EID2,163126,InGen,8.856258601,1,ENST00000390658.3,TRUE,-0.04635313,4.227833839,-3.37755112,0.000812155,0.060896385,-1.017741252,DLPFC,gene
ENSG00000090006.17,8108,ENSG00000090006.17,ENSG00000090006,protein_coding,LTBP4,8425,InGen,1.839853631,39,"c(""ENST00000600026.5""; ""ENST00000204005.13""; ""ENST00000599016.5""; ""ENST00000308370.11""; ""ENST00000594537.2""; ""ENST00000598717.5""; ""ENST00000593738.1""; ""ENST00000396819.7""; ""ENST00000595529.1""; ""ENST00000243562.13""; ""ENST00000546155.5""; ""ENST00000598256.1""; ""ENST00000598055.1""; ""ENST00000601032.5""; ""ENST00000612121.4""; ""ENST00000600499.5""; ""ENST00000610893.4""; ""ENST00000612845.4""; ""ENST00000599724.5""; ""ENST00000597071.5""; ""ENST00000602251.5""; ""ENST00000595118.5""; ""ENST00000622565.4""; ""ENST00000618486.4""; 
""ENST00000593463.5""; ""ENST00000318809.11""; ""ENST00000601464.5""; ""ENST00000597816.5""; ""ENST00000596351.5""; ""ENST00000617753.4""; ""ENST00000622107.4""; ""ENST00000594448.5""; ""ENST00000595665.1""; ""ENST00000622457.1""; ""ENST00000594116.1""; ""ENST00000598178.1""; ""ENST00000597151.1""; ""ENST00000599225.1""; ""ENST00000598166.2"")",TRUE,0.076178166,3.689038941,3.125155799,0.001923024,0.088444732,-1.720044424,DLPFC,gene
ENSG00000117877.10,3661,ENSG00000117877.10,ENSG00000117877,protein_coding,CD3EAP,10849,InGen,1.125757201,4,"c(""ENST00000309424.7""; ""ENST00000592852.1""; ""ENST00000589804.1""; ""ENST00000590794.1"")",TRUE,-0.106379343,2.255468212,-3.617329138,0.000340659,0.040367706,0.023618091,DLPFC,gene
ENSG00000268001.1,1969,ENSG00000268001.1,ENSG00000268001,antisense,CARD8-AS1,100505812,InGen,0.297061063,1,ENST00000602172.1,TRUE,-0.248025348,-0.856134929,-3.783805547,0.000181139,0.032358309,0.261179161,DLPFC,gene
ENSG00000131398.13,6277,ENSG00000131398.13,ENSG00000131398,protein_coding,KCNC3,3748,InGen,3.555499309,3,"c(""ENST00000376959.6""; ""ENST00000474951.1""; ""ENST00000477616.1"")",TRUE,-0.080158477,4.625442512,-3.299718876,0.00106557,0.069493219,-1.328550727,DLPFC,gene
ENSG00000101327.8,2847,ENSG00000101327.8,ENSG00000101327,protein_coding,PDYN,5173,InGen,4.807911633,3,"c(""ENST00000540134.5""; ""ENST00000539905.5""; ""ENST00000217305.2"")",TRUE,0.249749902,1.513854664,4.090271693,5.33E-05,0.019914276,1.689443641,DLPFC,gene
ENSG00000132639.12,3357,ENSG00000132639.12,ENSG00000132639,protein_coding,SNAP25,6616,InGen,407.3965485,5,"c(""ENST00000254976.6""; ""ENST00000304886.6""; ""ENST00000430336.1""; ""ENST00000492814.1""; ""ENST00000495883.1"")",TRUE,-0.093979566,10.88453956,-4.974983486,1.02E-06,0.002280052,4.754572592,DLPFC,gene
ENSG00000101463.5,2847,ENSG00000101463.5,ENSG00000101463,protein_coding,SYNDIG1,79953,InGen,8.480696929,2,"c(""ENST00000376862.3""; ""ENST00000482637.1"")",TRUE,-0.071902263,5.046444954,-4.06479178,5.92E-05,0.021039328,1.295029809,DLPFC,gene
ENSG00000101336.12,3092,ENSG00000101336.12,ENSG00000101336,protein_coding,HCK,3055,InGen,1.071160274,10,"c(""ENST00000534862.5""; ""ENST00000538448.5""; ""ENST00000375862.6""; ""ENST00000486475.5""; ""ENST00000629881.2""; ""ENST00000262651.3""; ""ENST00000520553.5""; ""ENST00000518730.5""; ""ENST00000375852.2""; ""ENST00000470092.1"")",TRUE,-0.227249066,1.353954622,-3.250237204,0.001263003,0.075025393,-1.069951494,DLPFC,gene
ENSG00000101079.20,3248,ENSG00000101079.20,ENSG00000101079,protein_coding,NDRG3,57446,InGen,42.940418,5,"c(""ENST00000373803.6""; ""ENST00000359675.6""; ""ENST00000349004.5""; ""ENST00000373773.7""; ""ENST00000422536.2"")",TRUE,-0.045996602,7.500397292,-5.044475829,7.26E-07,0.001988977,5.271899712,DLPFC,gene
ENSG00000124193.14,4593,ENSG00000124193.14,ENSG00000124193,protein_coding,SRSF6,6431,InGen,18.10895328,2,"c(""ENST00000483871.6""; ""ENST00000244020.4"")",TRUE,-0.061052406,6.493046631,-3.562158888,0.00041783,0.044981351,-0.667438576,DLPFC,gene
ENSG00000101096.19,8286,ENSG00000101096.19,ENSG00000101096,protein_coding,NFATC2,4773,InGen,0.669641485,7,"c(""ENST00000371564.7""; ""ENST00000396009.7""; ""ENST00000609943.5""; ""ENST00000610033.5""; ""ENST00000414705.5""; ""ENST00000609507.1""; ""ENST00000496054.1"")",TRUE,-0.13260875,2.146054966,-3.455315826,0.000615991,0.052958528,-0.494733389,DLPFC,gene
ENSG00000124203.6,11605,ENSG00000124203.6,ENSG00000124203,protein_coding,ZNF831,128611,InGen,1.176299164,3,"c(""ENST00000637017.1""; ""ENST00000610729.1""; ""ENST00000371030.3"")",TRUE,0.112740354,3.541599195,3.969009348,8.73E-05,0.023143503,1.117528264,DLPFC,gene
ENSG00000124205.15,2675,ENSG00000124205.15,ENSG00000124205,protein_coding,EDN3,1908,InGen,1.198681468,5,"c(""ENST00000337938.6""; ""ENST00000311585.11""; ""ENST00000371028.6""; ""ENST00000371025.7""; ""ENST00000395654.3"")",TRUE,-0.150188017,1.488710511,-3.061583744,0.002368987,0.097199,-1.610749549,DLPFC,gene
ENSG00000225106.1,1354,ENSG00000225106.1,ENSG00000225106,antisense,,NA,InGen,0.297644811,2,"c(""ENST00000447909.1""; ""ENST00000442888.1"")",TRUE,0.30300036,-0.760684255,3.548641498,0.000439094,0.046457324,-0.354605762,DLPFC,gene
ENSG00000155307.17,3169,ENSG00000155307.17,ENSG00000155307,protein_coding,SAMSN1,64092,InGen,1.249304169,6,"c(""ENST00000400564.5""; ""ENST00000400566.5""; ""ENST00000285670.6""; ""ENST00000619120.4""; ""ENST00000463807.1""; ""ENST00000493640.1"")",TRUE,-0.236221914,1.6170156,-3.041986747,0.002524543,0.098944842,-1.68113904,DLPFC,gene
ENSG00000226751.2,695,ENSG00000226751.2,ENSG00000226751,lincRNA,,NA,InGen,2.294409729,1,ENST00000435315.2,TRUE,-0.223856864,0.637631871,-3.098559159,0.002099238,0.091593676,-1.476810661,DLPFC,gene
ENSG00000159082.17,8070,ENSG00000159082.17,ENSG00000159082,protein_coding,SYNJ1,8867,InGen,27.16247117,11,"c(""ENST00000357345.7""; ""ENST00000382491.7""; ""ENST00000438952.5""; ""ENST00000630077.2""; ""ENST00000382499.6""; ""ENST00000433931.6""; ""ENST00000418301.3""; ""ENST00000467445.1""; ""ENST00000464778.1""; ""ENST00000429236.5""; ""ENST00000456084.1"")",TRUE,-0.045543636,8.086680859,-3.268763982,0.001185413,0.072333662,-1.747466784,DLPFC,gene
ENSG00000159212.12,3860,ENSG00000159212.12,ENSG00000159212,protein_coding,CLIC6,54102,InGen,2.551217308,2,"c(""ENST00000349499.2""; ""ENST00000360731.7"")",TRUE,0.462628875,-2.405156939,3.216963788,0.001414286,0.079310946,-1.670203815,DLPFC,gene
ENSG00000015475.18,4446,ENSG00000015475.18,ENSG00000015475,protein_coding,BID,637,InGen,3.515928579,15,"c(""ENST00000317361.11""; ""ENST00000615414.4""; ""ENST00000399767.5""; ""ENST00000614949.4""; ""ENST00000622694.4""; ""ENST00000399774.7""; ""ENST00000399765.5""; ""ENST00000494097.5""; ""ENST00000342111.9""; ""ENST00000550946.5""; ""ENST00000551952.5""; ""ENST00000611040.1""; ""ENST00000473439.5""; ""ENST00000552886.1""; ""ENST00000617586.1"")",TRUE,-0.071607035,4.086934331,-3.063618822,0.002353348,0.097199,-1.961996012,DLPFC,gene
ENSG00000100027.14,4713,ENSG00000100027.14,ENSG00000100027,protein_coding,YPEL1,29799,InGen,7.733668645,3,"c(""ENST00000339468.7""; ""ENST00000477675.1""; ""ENST00000403503.1"")",TRUE,0.088990139,5.112825363,3.707013022,0.000243107,0.036102793,-0.033820746,DLPFC,gene
ENSG00000100285.9,3783,ENSG00000100285.9,ENSG00000100285,protein_coding,NEFH,4744,InGen,18.83784804,1,ENST00000310624.6,TRUE,-0.196186935,6.526973858,-4.459219017,1.10E-05,0.007356073,2.746020031,DLPFC,gene
ENSG00000100092.20,6170,ENSG00000100092.20,ENSG00000100092,protein_coding,SH3BP1,23616,InGen,0.733082936,8,"c(""ENST00000417536.5""; ""ENST00000357436.4""; ""ENST00000451997.5""; ""ENST00000469947.5""; ""ENST00000495174.5""; ""ENST00000471650.5""; ""ENST00000459646.1""; ""ENST00000466097.1"")",TRUE,-0.184590193,2.526314479,-5.556232334,5.41E-08,0.000516869,8.004013012,DLPFC,gene
ENSG00000159958.5,3944,ENSG00000159958.5,ENSG00000159958,protein_coding,TNFRSF13C,115650,InGen,0.446085983,2,"c(""ENST00000291232.4""; ""ENST00000582688.1"")",TRUE,-0.24140477,0.478074863,-3.237502407,0.001319038,0.076006847,-1.095815356,DLPFC,gene
ENSG00000235568.6,5817,ENSG00000235568.6,ENSG00000235568,protein_coding,NFAM1,150372,InGen,0.320406182,2,"c(""ENST00000329021.9""; ""ENST00000355469.4"")",TRUE,-0.210453844,0.390988723,-3.374725301,0.000820276,0.060896385,-0.706106587,DLPFC,gene
ENSG00000073150.13,3102,ENSG00000073150.13,ENSG00000073150,protein_coding,PANX2,56666,InGen,3.069445741,3,"c(""ENST00000159647.9""; ""ENST00000395842.2""; ""ENST00000402472.2"")",TRUE,-0.098568388,3.590870272,-3.314647574,0.001011888,0.068056073,-1.123032676,DLPFC,gene
ENSG00000196664.4,5209,ENSG00000196664.4,ENSG00000196664,protein_coding,TLR7,51284,InGen,0.750944689,2,"c(""ENST00000380659.3""; ""ENST00000484204.1"")",TRUE,-0.286697215,1.662251395,-3.502828499,0.00051895,0.050645067,-0.314307933,DLPFC,gene
ENSG00000130150.11,5656,ENSG00000130150.11,ENSG00000130150,protein_coding,MOSPD2,158747,InGen,5.019087657,6,"c(""ENST00000380492.7""; ""ENST00000482354.5""; ""ENST00000461777.1""; ""ENST00000497603.2""; ""ENST00000495110.1""; ""ENST00000460386.1"")",TRUE,-0.124035756,5.004015531,-3.725918705,0.000226223,0.035265431,0.053126441,DLPFC,gene
ENSG00000183690.12,3319,ENSG00000183690.12,ENSG00000183690,protein_coding,EFHC2,80258,InGen,1.844368261,2,"c(""ENST00000343571.3""; ""ENST00000420999.1"")",TRUE,0.115165065,2.463250591,3.534174207,0.000462974,0.048220542,-0.270954086,DLPFC,gene
ENSG00000147100.10,4324,ENSG00000147100.10,ENSG00000147100,protein_coding,SLC16A2,6567,InGen,5.640385612,3,"c(""ENST00000587091.5""; ""ENST00000636771.1""; ""ENST00000590447.1"")",TRUE,0.078654216,4.304322527,4.489005991,9.68E-06,0.006930797,3.077001741,DLPFC,gene
ENSG00000234161.1,426,ENSG00000234161.1,ENSG00000234161,antisense,PABPC5-AS1,102724167,InGen,2.438814247,1,ENST00000456187.1,TRUE,0.165160864,-0.071364402,3.98610768,8.15E-05,0.022099458,1.129525831,DLPFC,gene
ENSG00000010671.15,4575,ENSG00000010671.15,ENSG00000010671,protein_coding,BTK,695,InGen,0.466948136,10,"c(""ENST00000618050.4""; ""ENST00000372880.5""; ""ENST00000621635.4""; ""ENST00000308731.7""; ""ENST00000470069.1""; ""ENST00000488970.1""; ""ENST00000478995.1""; ""ENST00000470329.1""; ""ENST00000464006.1""; ""ENST00000464567.1"")",TRUE,-0.195068426,0.907193881,-3.28091198,0.001136964,0.071319153,-0.967161909,DLPFC,gene
ENSG00000166707.10,3389,ENSG00000166707.10,ENSG00000166707,protein_coding,ZCCHC18,644353,InGen,1.5931207,6,"c(""ENST00000423478.1""; ""ENST00000537356.3""; ""ENST00000611638.4""; ""ENST00000422784.5""; ""ENST00000605784.1""; ""ENST00000603049.1"")",TRUE,0.102309741,2.379784927,3.076351254,0.002257643,0.095300353,-1.663786459,DLPFC,gene
ENSG00000101938.14,3920,ENSG00000101938.14,ENSG00000101938,protein_coding,CHRDL1,91851,InGen,8.582397301,5,"c(""ENST00000372045.5""; ""ENST00000394797.8""; ""ENST00000372042.5""; ""ENST00000482160.5""; ""ENST00000444321.2"")",TRUE,0.117595508,5.478771305,4.624721846,5.26E-06,0.004984047,3.528142715,DLPFC,gene
ENSG00000130224.14,4929,ENSG00000130224.14,ENSG00000130224,protein_coding,LRCH2,57631,InGen,5.515814897,2,"c(""ENST00000317135.12""; ""ENST00000538422.2"")",TRUE,0.048697927,4.695766088,3.211265218,0.00144182,0.079694515,-1.614618583,DLPFC,gene
ENSG00000147251.15,6721,ENSG00000147251.15,ENSG00000147251,protein_coding,DOCK11,139818,InGen,3.148840576,4,"c(""ENST00000276204.10""; ""ENST00000276202.8""; ""ENST00000633080.1""; ""ENST00000632573.1"")",TRUE,-0.061734682,4.292490042,-3.218501476,0.00140694,0.07930841,-1.528407921,DLPFC,gene
ENSG00000174460.3,2231,ENSG00000174460.3,ENSG00000174460,protein_coding,ZCCHC12,170261,InGen,15.25582862,1,ENST00000310164.2,TRUE,0.099421019,4.733272047,3.360488489,0.000862354,0.062160067,-1.148424882,DLPFC,gene
ENSG00000125351.11,3081,ENSG00000125351.11,ENSG00000125351,protein_coding,UPF3B,65109,InGen,4.229985915,5,"c(""ENST00000636792.1""; ""ENST00000276201.6""; ""ENST00000345865.6""; ""ENST00000619445.1""; ""ENST00000478840.1"")",TRUE,-0.050364131,3.974638347,-3.133075069,0.001873253,0.087461034,-1.737819571,DLPFC,gene
