Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Schizophrenia,C0036341,DNAJA3,9093,Q96EY1,DnaJ heat shock protein family (Hsp40) member A3,,30,0.722,0.346,0.0098017,0.1,,1,1,1,2015,2015
Schizophrenia,C0036341,NEURL1,9148,O76050,neuralized E3 ubiquitin protein ligase 1,Enzyme,103,0.556,0.538,0.011091,0.1,,1,2,2,2011,2015
Schizophrenia,C0036341,PCED1B,91523,Q96HM7,PC-esterase domain containing 1B,,4,0.931,0.077,,0.1,,1,1,1,2011,2011
Schizophrenia,C0036341,C12orf65,91574,Q9H3J6,chromosome 12 open reading frame 65,Nucleic acid binding,65,0.678,0.346,0.20896,0.1,,1,1,1,2013,2013
Schizophrenia,C0036341,DGKI,9162,O75912,diacylglycerol kinase iota,Enzyme,15,0.769,0.269,0.93134,0.1,,1,7,1,2014,2019
Schizophrenia,C0036341,CABLES1,91768,Q8TDN4,Cdk5 and Abl enzyme substrate 1,,45,0.7,0.385,0.0054966,0.1,,1,1,1,2017,2017
Schizophrenia,C0036341,RFT1,91869,Q96AA3,RFT1 homolog,,60,0.7,0.5,3.7445E-13,0.1,,1,1,1,2017,2017
Schizophrenia,C0036341,NDUFAF2,91942,Q8N183,NADH:ubiquinone oxidoreductase complex assembly factor 2,,89,0.641,0.577,0.000002078,0.1,,1,1,1,2019,2019
Schizophrenia,C0036341,SNX29,92017,Q8TEQ0,sorting nexin 29,,16,0.805,0.115,2.6167E-10,0.1,,1,2,2,2014,2019
Schizophrenia,C0036341,LRRFIP1,9208,Q32MZ4,LRR binding FLII interacting protein 1,Nucleic acid binding,38,0.678,0.5,0.019511,0.1,,1,1,2,2011,2011
Schizophrenia,C0036341,SPECC1,92521,Q5M775,sperm antigen with calponin homology and coiled-coil domains 1,,47,0.659,0.577,0.00086772,0.1,,1,3,2,2015,2019
Schizophrenia,C0036341,ADIPOQ,9370,Q15848,"adiponectin, C1Q and collagen domain containing",,679,0.376,0.885,4.6434E-09,0.1,,0.9,10,1,2010,2019
Schizophrenia,C0036341,TGFBRAP1,9392,Q8WUH2,transforming growth factor beta receptor associated protein 1,,23,0.751,0.346,0.1651,0.1,,1,1,1,2019,2019
Schizophrenia,C0036341,HS6ST1,9394,O60243,heparan sulfate 6-O-sulfotransferase 1,Enzyme,86,0.617,0.731,0.92349,0.1,,1,1,1,2018,2018
Schizophrenia,C0036341,POM121L2,94026,Q96KW2,POM121 transmembrane nucleoporin like 2,Nucleic acid binding,7,0.861,0.192,0.32747,0.1,,1,6,5,2009,2019
Schizophrenia,C0036341,SFXN5,94097,Q8TD22,sideroflexin 5,Transporter,2,1,0.038,0.0001472,0.1,,1,1,1,2019,2019
Schizophrenia,C0036341,MED26,9441,O95402,mediator complex subunit 26,Transcription factor,2,1,0.038,0.88242,0.1,,1,1,1,2019,2019
Schizophrenia,C0036341,AKAP6,9472,Q13023,A-kinase anchoring protein 6,,34,0.695,0.538,0.99983,0.1,,1,4,3,2015,2019
Schizophrenia,C0036341,STXBP5L,9515,Q9Y2K9,syntaxin binding protein 5 like,Transporter,4,0.89,0.192,0.99926,0.1,,1,1,1,2018,2018
Schizophrenia,C0036341,MRPL33,9553,O75394,mitochondrial ribosomal protein L33,,19,0.792,0.269,0.3655,0.1,,1,3,2,2015,2019
Schizophrenia,C0036341,CEP41,95681,Q9BYV8,centrosomal protein 41,,69,0.636,0.5,3.5915E-06,0.1,,1,1,1,2018,2018
Schizophrenia,C0036341,CD40,958,P25942,CD40 molecule,,528,0.396,0.846,0.84603,0.1,,0.952,63,0,1991,2020
Schizophrenia,C0036341,RGS6,9628,P49758,regulator of G protein signaling 6,,117,0.564,0.769,0.44191,0.1,,1,9,5,2014,2019
Schizophrenia,C0036341,RALGPS1,9649,Q5JS13,Ral GEF with PH domain and SH3 binding motif 1,Enzyme modulator,8,0.861,0.231,0.99999,0.1,,1,2,1,2017,2019
Schizophrenia,C0036341,PLCH2,9651,O75038,phospholipase C eta 2,Enzyme,6,0.861,0.231,1.8065E-18,0.1,,1,4,2,2014,2019
Schizophrenia,C0036341,PRORP,9692,O15091,protein only RNase P catalytic subunit,,12,0.769,0.269,1.3271E-13,0.1,,1,1,1,2015,2015
Schizophrenia,C0036341,DCAF1,9730,Q9Y4B6,DDB1 and CUL4 associated factor 1,,73,0.601,0.731,1,0.1,,1,1,1,2019,2019
Schizophrenia,C0036341,ZNF536,9745,O15090,zinc finger protein 536,,20,0.743,0.346,0.99958,0.1,,1,6,1,2014,2019
Schizophrenia,C0036341,CLSTN3,9746,Q9BQT9,calsyntenin 3,Calcium-binding protein,8,0.792,0.423,0.97016,0.1,,1,2,1,2017,2019
Schizophrenia,C0036341,TBC1D5,9779,Q92609,TBC1 domain family member 5,Enzyme,17,0.839,0.154,4.6359E-18,0.1,,1,6,4,2014,2019
Schizophrenia,C0036341,CTIF,9811,O43310,cap binding complex dependent translation initiation factor,Nucleic acid binding,10,0.821,0.231,0.99994,0.1,,1,1,1,2011,2011
Schizophrenia,C0036341,DMTF1,9988,Q9Y222,cyclin D binding myb like transcription factor 1,,21,0.729,0.462,0.96706,0.1,,1,2,1,2015,2019
Schizophrenia,C0036341,CFP,5199,P27918,complement factor properdin,,108,0.573,0.692,0.68778,0.09,,1,9,0,2009,2018
Schizophrenia,C0036341,PDLIM7,9260,Q9NR12,PDZ and LIM domain 7,Cellular structure,241,0.474,0.808,0.70838,0.09,,0.889,9,0,2016,2020
Schizophrenia,C0036341,TBC1D9,23158,Q6ZT07,TBC1 domain family member 9,Enzyme,491,0.399,0.846,0.000028039,0.08,,0.875,8,0,2006,2014
Schizophrenia,C0036341,GSTK1,373156,Q9Y2Q3,glutathione S-transferase kappa 1,,445,0.412,0.885,1.9374E-06,0.08,,1,8,0,2009,2018
Schizophrenia,C0036341,PIK3CD,5293,O00329,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Kinase,1119,0.319,0.885,0.99999,0.08,,1,8,0,2012,2019
Schizophrenia,C0036341,SGCG,6445,Q13326,sarcoglycan gamma,Cellular structure,93,0.621,0.615,0.00004821,0.08,,1,8,0,2017,2020
Schizophrenia,C0036341,TSHZ1,10194,Q6ZSZ6,teashirt zinc finger homeobox 1,Transcription factor,99,0.569,0.731,0.9973,0.07,,0.857,7,0,2002,2012
Schizophrenia,C0036341,PLB1,151056,Q6P1J6,phospholipase B1,,219,0.488,0.846,1.7315E-72,0.07,,0.857,7,0,1998,2007
Schizophrenia,C0036341,HMBS,3145,P08397,hydroxymethylbilane synthase,Enzyme,140,0.559,0.731,0.94884,0.07,,0.857,7,0,1991,2017
Schizophrenia,C0036341,CXCL8,3576,P10145,C-X-C motif chemokine ligand 8,Signaling,1254,0.31,0.962,0.00027377,0.07,,1,7,0,2011,2019
Schizophrenia,C0036341,MFGE8,4240,Q08431,milk fat globule-EGF factor 8 protein,Enzyme,120,0.548,0.808,0.000043953,0.07,,0.857,7,0,2005,2019
Schizophrenia,C0036341,BDNF-AS,497258,,BDNF antisense RNA,,77,0.638,0.538,,0.07,,0.857,7,9,1999,2018
Schizophrenia,C0036341,PIK3CG,5294,P48736,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Kinase,1101,0.32,0.885,1.4076E-06,0.07,,1,7,0,2012,2019
Schizophrenia,C0036341,POMC,5443,P01189,proopiomelanocortin,,873,0.356,0.846,0.00011658,0.07,,1,7,0,1985,2019
Schizophrenia,C0036341,ACKR3,57007,P25106,atypical chemokine receptor 3,G-protein coupled receptor,400,0.428,0.885,0.39134,0.07,,1,7,0,2011,2019
Schizophrenia,C0036341,CCL11,6356,P51671,C-C motif chemokine ligand 11,Signaling,250,0.473,0.885,0.010211,0.07,,1,7,3,2017,2019
Schizophrenia,C0036341,ECT,100379198,,centralopathic epilepsy,,62,0.626,0.423,,0.06,,1,6,0,2017,2019
Schizophrenia,C0036341,CXCR6,10663,O00574,C-X-C motif chemokine receptor 6,G-protein coupled receptor,325,0.448,0.885,0.000057212,0.06,,1,6,0,2011,2019
Schizophrenia,C0036341,ADRA2B,151,P18089,adrenoceptor alpha 2B,G-protein coupled receptor,296,0.465,0.846,4.4533E-06,0.06,,1,6,1,2011,2019
Schizophrenia,C0036341,EDNRA,1909,P25101,endothelin receptor type A,G-protein coupled receptor,427,0.426,0.885,0.99158,0.06,,1,6,1,2011,2019
Schizophrenia,C0036341,ELK3,2004,P41970,ETS transcription factor ELK3,Transcription factor,220,0.49,0.846,0.083508,0.06,,1,6,0,2006,2019
Schizophrenia,C0036341,SHANK2,22941,Q9UPX8,SH3 and multiple ankyrin repeat domains 2,,49,0.663,0.385,8.4299E-07,0.06,,1,6,1,2012,2018
Schizophrenia,C0036341,GPR42,2866,O15529,G protein-coupled receptor 42 (gene/pseudogene),G-protein coupled receptor,255,0.475,0.846,0.050905,0.06,,1,6,0,2011,2019
Schizophrenia,C0036341,HLA-DQB2,3120,P05538,"major histocompatibility complex, class II, DQ beta 2",Immune response,91,0.573,0.731,0.042679,0.06,,0.833,6,0,1993,2001
Schizophrenia,C0036341,HSPA4,3308,P34932,heat shock protein family A (Hsp70) member 4,,550,0.394,0.923,0.99954,0.06,,0.833,6,0,1996,2018
Schizophrenia,C0036341,IGF1,3479,P05019,insulin like growth factor 1,,1206,0.318,0.885,0.2716,0.06,,0.833,6,0,2007,2020
Schizophrenia,C0036341,APP,351,P05067,amyloid beta precursor protein,Enzyme modulator,485,0.422,0.846,0.046544,0.06,,1,6,1,1992,2018
Schizophrenia,C0036341,MARK1,4139,Q9P0L2,microtubule affinity regulating kinase 1,Kinase,40,0.663,0.577,0.60045,0.06,,1,6,0,2003,2013
Schizophrenia,C0036341,PLA2G2A,5320,P14555,phospholipase A2 group IIA,Enzyme,215,0.488,0.808,0.097278,0.06,,1,6,0,2001,2018
Schizophrenia,C0036341,PGPEP1,54858,Q9NXJ5,pyroglutamyl-peptidase I,Enzyme,116,0.581,0.769,0.0084969,0.06,,1,6,0,1997,2020
Schizophrenia,C0036341,PRCP,5547,P42785,prolylcarboxypeptidase,Enzyme,68,0.633,0.692,8.7577E-12,0.06,,1,6,0,1997,2020
Schizophrenia,C0036341,BMP1,649,P13497,bone morphogenetic protein 1,,121,0.554,0.769,0.00088564,0.06,,1,6,0,1997,2020
Schizophrenia,C0036341,SSTR4,6754,P31391,somatostatin receptor 4,G-protein coupled receptor,273,0.469,0.846,3.6978E-13,0.06,,1,6,1,2011,2019
Schizophrenia,C0036341,BRS3,680,P32247,bombesin receptor subtype 3,G-protein coupled receptor,261,0.474,0.846,0.94849,0.06,,1,6,0,2011,2019
Schizophrenia,C0036341,CALM2,805,P0DP23;P0DP24;P0DP25,calmodulin 2,Calcium-binding protein,252,0.472,0.808,0.92086,0.06,,1,6,0,1997,2011
Schizophrenia,C0036341,CALM3,808,P0DP23;P0DP24;P0DP25,calmodulin 3,Calcium-binding protein,215,0.485,0.846,0.92749,0.06,,1,6,0,1997,2011
Schizophrenia,C0036341,CAT,847,P04040,catalase,Enzyme,794,0.359,0.962,1.6263E-10,0.06,,1,6,0,2009,2019
Schizophrenia,C0036341,LPAR2,9170,Q9HBW0,lysophosphatidic acid receptor 2,G-protein coupled receptor,285,0.463,0.846,0.036658,0.06,,1,6,0,2011,2019
Schizophrenia,C0036341,CLINT1,9685,Q14677,clathrin interactor 1,,3,0.931,0.038,0.53538,0.06,,0.833,6,1,2005,2008
Schizophrenia,C0036341,CDK9,1025,P50750,cyclin dependent kinase 9,Kinase,204,0.498,0.769,0.00008893,0.05,,1,5,0,2018,2020
Schizophrenia,C0036341,RTN3,10313,O95197,reticulon 3,,45,0.647,0.615,0.000066163,0.05,,0.8,5,0,2002,2010
Schizophrenia,C0036341,KAT5,10524,Q92993,lysine acetyltransferase 5,,138,0.534,0.769,0.088234,0.05,,1,5,0,2001,2018
Schizophrenia,C0036341,SERPINA3,12,P01011,serpin family A member 3,Enzyme modulator,229,0.486,0.846,8.833E-14,0.05,,1,5,0,1999,2018
Schizophrenia,C0036341,EGFR,1956,P00533,epidermal growth factor receptor,Kinase,1394,0.295,0.885,0.36837,0.05,,1,5,0,2014,2019
Schizophrenia,C0036341,FKBP5,2289,Q13451,FKBP prolyl isomerase 5,Enzyme,179,0.524,0.769,0.73393,0.05,,1,5,3,2015,2019
Schizophrenia,C0036341,ACACA,31,Q13085,acetyl-CoA carboxylase alpha,,241,0.48,0.846,1,0.05,,0.8,5,0,2010,2019
Schizophrenia,C0036341,HTR1B,3351,P28222,5-hydroxytryptamine receptor 1B,G-protein coupled receptor,140,0.551,0.769,0.18947,0.05,,0.6,5,2,2003,2018
Schizophrenia,C0036341,MIR132,406921,,microRNA 132,,222,0.485,0.846,,0.05,,1,5,0,2012,2018
Schizophrenia,C0036341,CHPT1,56994,Q8WUD6,choline phosphotransferase 1,Enzyme,253,0.474,0.846,0.00024252,0.05,,1,5,0,2000,2017
Schizophrenia,C0036341,RARB,5915,P10826,retinoic acid receptor beta,Nuclear receptor,254,0.478,0.846,0.99983,0.05,,0.8,5,0,2002,2010
Schizophrenia,C0036341,SAFB,6294,Q15424,scaffold attachment factor B,,76,0.592,0.654,1,0.05,,0.8,5,0,2002,2010
Schizophrenia,C0036341,SNRNP70,6625,P08621,small nuclear ribonucleoprotein U1 subunit 70,Nucleic acid binding,67,0.595,0.692,0.99926,0.05,,0.8,5,0,2001,2008
Schizophrenia,C0036341,CAMKMT,79823,Q7Z624,calmodulin-lysine N-methyltransferase,,185,0.51,0.808,1.3806E-15,0.05,,1,5,0,1997,2011
Schizophrenia,C0036341,DHDDS,79947,Q86SQ9,dehydrodolichyl diphosphate synthase subunit,Enzyme,308,0.468,0.885,0.24533,0.05,,1,5,0,2000,2017
Schizophrenia,C0036341,EBPL,84650,Q9BY08,EBP like,Enzyme,76,0.615,0.577,0.000078199,0.05,,1,5,0,2006,2019
Schizophrenia,C0036341,APOL1,8542,O14791,apolipoprotein L1,Transporter,115,0.547,0.615,5.1357E-06,0.05,,0.8,5,0,2002,2010
Schizophrenia,C0036341,KRIT1,889,O00522,KRIT1 ankyrin repeat containing,,201,0.5,0.808,0.00069333,0.05,,1,5,0,1997,2011
Schizophrenia,C0036341,BMS1,9790,Q14692,BMS1 ribosome biogenesis factor,,192,0.499,0.846,0.0001753,0.05,,0.8,5,0,2010,2019
Schizophrenia,C0036341,KLF6,1316,Q99612,Kruppel like factor 6,Nucleic acid binding,204,0.501,0.846,0.97946,0.04,,1,4,0,2007,2017
Schizophrenia,C0036341,OR2AG1,144125,Q9H205,olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene),G-protein coupled receptor,100,0.582,0.808,3.1156E-11,0.04,,1,4,0,2008,2019
Schizophrenia,C0036341,DGCR,1714,,DiGeorge syndrome chromosome region,,38,0.678,0.538,,0.04,,1,4,0,1997,2004
Schizophrenia,C0036341,DMD,1756,P11532,dystrophin,,484,0.423,0.923,1,0.04,,1,4,0,1993,2004
Schizophrenia,C0036341,DNASE1L3,1776,Q13609,deoxyribonuclease 1 like 3,,126,0.575,0.769,0.000030012,0.04,,1,4,0,1983,2017
Schizophrenia,C0036341,DUSP2,1844,Q05923,dual specificity phosphatase 2,,118,0.558,0.769,0.000044697,0.04,,1,4,0,2007,2017
Schizophrenia,C0036341,EP300,2033,Q09472,E1A binding protein p300,,345,0.459,0.846,1,0.04,,1,4,0,2011,2019
Schizophrenia,C0036341,F2R,2149,P25116,coagulation factor II thrombin receptor,G-protein coupled receptor,347,0.444,0.846,0.0084678,0.04,,1,4,0,2003,2017
Schizophrenia,C0036341,IL17A,3605,Q16552,interleukin 17A,,1074,0.324,0.923,0.043049,0.04,,1,4,0,2011,2019
Schizophrenia,C0036341,MIR34A,407040,,microRNA 34a,,428,0.421,0.846,,0.04,,1,4,0,2010,2019
Schizophrenia,C0036341,NOS3,4846,P29474,nitric oxide synthase 3,,706,0.378,0.885,6.7246E-07,0.04,,1,4,0,2006,2019
Schizophrenia,C0036341,ATP5F1A,498,P25705,ATP synthase F1 subunit alpha,Transporter,84,0.604,0.731,0.99945,0.04,,1,4,0,2006,2015
Schizophrenia,C0036341,PRS,5640,,Prieto X-linked mental retardation syndrome,,42,0.663,0.615,,0.04,,1,4,0,2018,2019
Schizophrenia,C0036341,PTPN4,5775,P29074,protein tyrosine phosphatase non-receptor type 4,,54,0.633,0.538,0.99663,0.04,,1,4,0,2018,2020
Schizophrenia,C0036341,RAC1,5879,P63000,Rac family small GTPase 1,Enzyme modulator,415,0.429,0.962,0.76228,0.04,,0.75,4,0,2006,2018
Schizophrenia,C0036341,SCN2A,6326,Q99250,sodium voltage-gated channel alpha subunit 2,Ion channel,232,0.518,0.731,1,0.04,,1,4,1,2014,2019
Schizophrenia,C0036341,ACTG1,71,P63261,actin gamma 1,Cellular structure,291,0.477,0.846,0.0047837,0.04,,1,4,0,1999,2018
Schizophrenia,C0036341,PARP9,83666,Q8IXQ6,poly(ADP-ribose) polymerase family member 9,,116,0.554,0.808,4.998E-09,0.04,,1,4,0,1994,2000
Schizophrenia,C0036341,PSMG1,8624,O95456,proteasome assembly chaperone 1,,97,0.579,0.731,0.00034234,0.04,,1,4,0,2007,2017
Schizophrenia,C0036341,SCZD13,100329170,,schizophrenia 13,,3,0.931,0.038,,0.03,,1,3,0,1996,2008
Schizophrenia,C0036341,LINC01672,100505887,,long intergenic non-protein coding RNA 1672,,268,0.462,0.846,,0.03,,1,3,0,2006,2019
Schizophrenia,C0036341,FXYD6-FXYD2,100533181,,FXYD6-FXYD2 readthrough,,3,0.89,0.231,0.85025,0.03,,1,3,5,2007,2010
Schizophrenia,C0036341,GPHN,10243,Q9NQX3,gephyrin,,104,0.608,0.538,0.99998,0.03,,1,3,0,2013,2019
Schizophrenia,C0036341,LOC107987479,107987479,,cytochrome P450 2D6,,76,0.597,0.769,,0.03,,1,3,0,2002,2012
Schizophrenia,C0036341,STIN2-VNTR,110806307,,serotonin transporter intronic VNTR enhancer,,55,0.636,0.538,,0.03,,1,3,0,2005,2009
Schizophrenia,C0036341,CIT,11113,O14578,citron rho-interacting serine/threonine kinase,Kinase,127,0.555,0.692,0.9997,0.03,,1,3,0,2002,2018
Schizophrenia,C0036341,ACOT7,11332,O00154,acyl-CoA thioesterase 7,Enzyme,146,0.531,0.769,0.75926,0.03,,1,3,0,1999,2018
Schizophrenia,C0036341,MRGPRX3,117195,Q96LB0,MAS related GPR family member X3,G-protein coupled receptor,167,0.529,0.923,,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,MRGPRX4,117196,Q96LA9,MAS related GPR family member X4,G-protein coupled receptor,166,0.531,0.923,,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,MAP3K8,1326,P41279,mitogen-activated protein kinase kinase kinase 8,Kinase,168,0.516,0.846,0.96825,0.03,,1,3,0,2002,2005
Schizophrenia,C0036341,GPR151,134391,Q8TDV0,G protein-coupled receptor 151,G-protein coupled receptor,169,0.53,0.923,3.2266E-08,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,COX8A,1351,P10176,cytochrome c oxidase subunit 8A,Enzyme,526,0.4,0.846,0.11606,0.03,,1,3,0,2017,2019
Schizophrenia,C0036341,CRYGD,1421,P07320,crystallin gamma D,,168,0.51,0.808,0.00030317,0.03,,1,3,0,2017,2018
Schizophrenia,C0036341,CUX1,1523,P39880;Q13948,cut like homeobox 1,Transcription factor,283,0.465,0.846,1,0.03,,1,3,2,2017,2019
Schizophrenia,C0036341,CYP2B6,1555,P20813,cytochrome P450 family 2 subfamily B member 6,,388,0.428,0.846,1.9303E-10,0.03,,1,3,0,2008,2011
Schizophrenia,C0036341,CYP2C19,1557,P33261,cytochrome P450 family 2 subfamily C member 19,,274,0.467,0.846,6.4882E-20,0.03,,1,3,0,2008,2018
Schizophrenia,C0036341,DAXX,1616,Q9UER7,death domain associated protein,,137,0.544,0.692,0.098633,0.03,,1,3,0,2015,2017
Schizophrenia,C0036341,OXER1,165140,Q8TDS5,oxoeicosanoid receptor 1,G-protein coupled receptor,169,0.529,0.923,7.3192E-08,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,DRP2,1821,Q13474,dystrophin related protein 2,,8,0.805,0.115,3.7475E-06,0.03,,1,3,0,2003,2006
Schizophrenia,C0036341,EPHB1,2047,P54762,EPH receptor B1,Kinase,169,0.518,0.846,0.9985,0.03,,0.667,3,1,2012,2016
Schizophrenia,C0036341,EPHB2,2048,P29323,EPH receptor B2,Kinase,649,0.374,0.846,0.99997,0.03,,1,3,0,2014,2019
Schizophrenia,C0036341,EPO,2056,P01588,erythropoietin,,646,0.381,0.885,0.01125,0.03,,1,3,0,2012,2018
Schizophrenia,C0036341,ALDH2,217,P05091,aldehyde dehydrogenase 2 family member,Enzyme,337,0.457,0.885,3.3959E-10,0.03,,1,3,1,2010,2017
Schizophrenia,C0036341,GPRC6A,222545,Q5T6X5,G protein-coupled receptor class C group 6 member A,G-protein coupled receptor,173,0.526,0.923,5.5919E-17,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,SYNM,23336,O15061,synemin,,93,0.575,0.731,3.0339E-24,0.03,,0.667,3,0,2008,2019
Schizophrenia,C0036341,MACF1,23499,Q9UPN3,microtubule actin crosslinking factor 1,Cellular structure,62,0.659,0.538,1,0.03,,1,3,0,2017,2018
Schizophrenia,C0036341,FOS,2353,P01100,"Fos proto-oncogene, AP-1 transcription factor subunit",Transcription factor,528,0.411,0.885,0.26176,0.03,,1,3,0,2019,2019
Schizophrenia,C0036341,LPAR3,23566,Q9UBY5,lysophosphatidic acid receptor 3,G-protein coupled receptor,194,0.509,0.923,0.67935,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,MRGPRX1,259249,Q96LB2,MAS related GPR family member X1,G-protein coupled receptor,166,0.531,0.923,,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,GAPDH,2597,P04406,glyceraldehyde-3-phosphate dehydrogenase,Enzyme,305,0.447,0.808,0.11388,0.03,,1,3,0,2004,2009
Schizophrenia,C0036341,GHR,2690,P10912,growth hormone receptor,Signaling,247,0.49,0.846,0.000084385,0.03,,1,3,0,2008,2016
Schizophrenia,C0036341,GLP1R,2740,P43220,glucagon like peptide 1 receptor,G-protein coupled receptor,288,0.471,0.846,0.29347,0.03,,1,3,0,2017,2019
Schizophrenia,C0036341,HCRT,3060,O43612,hypocretin neuropeptide precursor,,237,0.5,0.808,0.028774,0.03,,1,3,0,2007,2019
Schizophrenia,C0036341,GOLGA6A,342096,Q9NYA3,golgin A6 family member A,,90,0.592,0.654,0.0000161,0.03,,1,3,0,2013,2019
Schizophrenia,C0036341,ACTBL2,345651,Q562R1,actin beta like 2,,134,0.539,0.769,5.8166E-16,0.03,,1,3,0,1999,2018
Schizophrenia,C0036341,APRT,353,P07741,adenine phosphoribosyltransferase,,384,0.423,0.846,5.4539E-13,0.03,,1,3,0,1990,2011
Schizophrenia,C0036341,INSRR,3645,P14616,insulin receptor related receptor,Kinase,186,0.508,0.808,5.3976E-24,0.03,,1,3,0,2003,2019
Schizophrenia,C0036341,LEPR,3953,P48357,leptin receptor,Signaling,416,0.433,0.808,0.99475,0.03,,1,3,1,2007,2011
Schizophrenia,C0036341,SNX19,399979,Q92543,sorting nexin 19,,5,0.861,0.115,8.8349E-12,0.03,,1,3,0,2017,2019
Schizophrenia,C0036341,MIR183,406959,,microRNA 183,,190,0.494,0.885,,0.03,,1,3,0,2012,2018
Schizophrenia,C0036341,MIR195,406971,,microRNA 195,,180,0.496,0.769,,0.03,,1,3,0,2010,2016
Schizophrenia,C0036341,MFAP1,4236,P55081,microfibril associated protein 1,Extracellular structure,357,0.431,0.846,0.79602,0.03,,1,3,0,1990,2011
Schizophrenia,C0036341,POTEKP,440915,Q9BYX7,"POTE ankyrin domain family member K, pseudogene",,131,0.542,0.769,,0.03,,1,3,0,1999,2018
Schizophrenia,C0036341,VN1R17P,441931,Q8TDU5,vomeronasal 1 receptor 17 pseudogene,,167,0.529,0.923,,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,GPR166P,442206,,G protein-coupled receptor 166 pseudogene,,165,0.531,0.923,,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,COX1,4512,P00395,cytochrome c oxidase subunit I,Enzyme,421,0.441,0.885,,0.03,,1,3,0,2012,2018
Schizophrenia,C0036341,P2RX7,5027,Q99572,purinergic receptor P2X 7,Ion channel,337,0.45,0.808,3.3344E-11,0.03,,1,3,0,2008,2019
Schizophrenia,C0036341,PAK3,5063,O75914,p21 (RAC1) activated kinase 3,Kinase,134,0.569,0.731,0.98716,0.03,,1,3,0,2008,2017
Schizophrenia,C0036341,MZB1,51237,Q8WU39,marginal zone B and B1 cell specific protein,,100,0.565,0.769,0.00031626,0.03,,0.667,3,0,2001,2009
Schizophrenia,C0036341,PITX2,5308,Q99697,paired like homeodomain 2,,248,0.489,0.808,0.97618,0.03,,1,3,0,2008,2018
Schizophrenia,C0036341,GPR88,54112,Q9GZN0,G protein-coupled receptor 88,G-protein coupled receptor,21,0.805,0.115,0.75488,0.03,,1,3,0,2009,2019
Schizophrenia,C0036341,PPT1,5538,P50897,palmitoyl-protein thioesterase 1,Enzyme,112,0.593,0.808,0.00004862,0.03,,1,3,0,2009,2019
Schizophrenia,C0036341,PNPLA2,57104,Q96AD5,patatin like phospholipase domain containing 2,Enzyme,199,0.511,0.846,0.0041069,0.03,,0.667,3,0,2015,2019
Schizophrenia,C0036341,KIDINS220,57498,Q9ULH0,kinase D interacting substrate 220,,145,0.534,0.769,0.073562,0.03,,1,3,0,2010,2017
Schizophrenia,C0036341,LGR6,59352,Q9HBX8,leucine rich repeat containing G protein-coupled receptor 6,G-protein coupled receptor,209,0.502,0.923,2.9439E-06,0.03,,1,3,0,2018,2019
Schizophrenia,C0036341,POTEM,641455,A6NI47,POTE ankyrin domain family member M,,133,0.541,0.769,0.00031637,0.03,,1,3,0,1999,2018
Schizophrenia,C0036341,LINC00273,649159,,long intergenic non-protein coding RNA 273,,82,0.585,0.846,,0.03,,1,3,0,2010,2013
Schizophrenia,C0036341,SMS,6611,P52788,spermine synthase,,263,0.491,0.846,0.97297,0.03,,1,3,0,2011,2017
Schizophrenia,C0036341,SULT1E1,6783,P49888,sulfotransferase family 1E member 1,,171,0.508,0.808,1.9701E-07,0.03,,1,3,0,2002,2005
Schizophrenia,C0036341,NEK4,6787,P51957,NIMA related kinase 4,Kinase,21,0.751,0.192,8.6883E-27,0.03,,1,3,0,2011,2020
Schizophrenia,C0036341,TERC,7012,,telomerase RNA component,,296,0.471,0.846,,0.03,,1,3,0,2005,2017
Schizophrenia,C0036341,THOP1,7064,P52888,thimet oligopeptidase 1,Enzyme,91,0.573,0.846,0.0001213,0.03,,1,3,0,2010,2013
Schizophrenia,C0036341,SERPING1,710,P05155,serpin family G member 1,Enzyme modulator,207,0.507,0.769,0.96351,0.03,,1,3,1,2017,2018
Schizophrenia,C0036341,ACTG2,72,P63267,"actin gamma 2, smooth muscle",Cellular structure,205,0.505,0.808,0.071036,0.03,,1,3,0,1999,2018
Schizophrenia,C0036341,WAS,7454,P42768,WASP actin nucleation promoting factor,Cellular structure,204,0.529,0.808,0.99901,0.03,,1,3,0,2017,2019
Schizophrenia,C0036341,CNBP,7555,P62633,CCHC-type zinc finger nucleic acid binding protein,,125,0.556,0.692,0.95994,0.03,,1,3,0,2010,2019
Schizophrenia,C0036341,CXCR4,7852,P61073,C-X-C motif chemokine receptor 4,G-protein coupled receptor,739,0.362,0.923,0.017804,0.03,,1,3,2,2013,2018
